customerID,Contract,tenure,MonthlyCharges,Churn,rule_risk_score,ChurnProbability,RiskTier
7781-HVGMK,Two year,72,65.2,No,0,0.026,Low
2181-UAESM,Month-to-month,2,53.45,No,6,0.516,High
2957-LOLHO,Month-to-month,12,45.4,Yes,6,0.62,High
6048-NJXHX,Two year,41,19.75,No,0,0.038,Low
2320-SLKMB,Month-to-month,26,44.45,No,3,0.484,High
4980-URKXC,One year,36,20.85,No,0,0.059,Low
4376-KFVRS,Two year,72,114.05,No,2,0.108,Low
5886-VLQVU,Month-to-month,35,89.85,No,5,0.674,High
3577-AMVUX,Month-to-month,1,55.05,No,5,0.563,High
0771-WLCLA,Month-to-month,16,112.95,No,5,0.734,Critical
5628-RKIFK,Month-to-month,49,101.55,No,6,0.649,High
0206-TBWLC,One year,54,114.65,No,2,0.363,Medium
2937-FTHUR,Month-to-month,18,64.8,No,4,0.487,High
1910-FMXJM,Month-to-month,36,80.4,No,6,0.62,High
7752-XUSCI,Month-to-month,60,105.9,Yes,6,0.705,Critical
4110-PFEUZ,Month-to-month,1,69.55,Yes,7,0.78,Critical
0732-OCQOC,Two year,52,25.05,No,0,0.022,Low
5168-MSWXT,Month-to-month,8,94.75,No,8,0.84,Critical
1090-ESELR,Two year,72,105.5,No,2,0.048,Low
8592-PLTMQ,One year,64,24.7,No,0,0.035,Low
5760-WRAHC,Month-to-month,22,69.75,No,3,0.512,High
8847-GEOOQ,Month-to-month,60,60.2,No,3,0.264,Medium
0256-LTHVJ,Month-to-month,28,81.05,Yes,6,0.703,Critical
4785-FCIFB,Two year,61,24.4,No,0,0.017,Low
8313-NDOIA,Month-to-month,24,104.15,No,6,0.841,Critical
5149-CUZUJ,One year,28,92.9,No,2,0.252,Medium
0942-KOWSM,Two year,30,80.8,No,1,0.088,Low
4237-CLSMM,Month-to-month,2,20.0,No,5,0.409,High
1452-VOQCH,Month-to-month,1,75.1,No,8,0.872,Critical
4719-UMSIY,Month-to-month,6,19.65,No,5,0.312,Medium
6614-VBEGU,Month-to-month,24,69.45,No,4,0.626,High
0880-TKATG,Month-to-month,4,101.15,Yes,8,0.844,Critical
3811-VBYBZ,Month-to-month,7,99.8,Yes,8,0.895,Critical
1480-BKXGA,Two year,72,116.05,No,2,0.157,Low
2996-XAUVF,Two year,70,40.05,No,0,0.044,Low
9076-AXYIK,Two year,64,102.1,No,2,0.196,Low
5968-XQIVE,One year,72,89.7,No,3,0.284,Medium
8896-RAZCR,Two year,44,19.9,No,0,0.018,Low
4640-UHDOS,Month-to-month,13,55.95,Yes,4,0.563,High
4933-IKULF,One year,17,20.65,No,0,0.172,Low
3583-EKAPL,Month-to-month,1,55.0,Yes,6,0.786,Critical
1304-BCCFO,Month-to-month,9,70.05,No,7,0.792,Critical
4104-PVRPS,Month-to-month,24,53.6,No,3,0.28,Medium
9399-APLBT,Month-to-month,1,74.7,Yes,8,0.765,Critical
2359-KMGLI,Month-to-month,24,80.25,Yes,6,0.751,Critical
3780-DDGSE,Month-to-month,35,76.05,No,4,0.506,High
4431-EDMIQ,Month-to-month,7,75.7,No,6,0.451,High
0306-JAELE,Month-to-month,5,96.1,Yes,7,0.84,Critical
6227-HWPWX,Month-to-month,15,69.0,Yes,5,0.581,High
0486-LGCCH,Two year,11,19.65,No,2,0.067,Low
0447-BEMNG,Month-to-month,48,45.3,Yes,4,0.281,Medium
4612-SSVHJ,Month-to-month,20,81.45,No,6,0.832,Critical
5168-MQQCA,One year,72,108.5,No,2,0.314,Medium
5949-XIKAE,Month-to-month,8,83.55,Yes,8,0.773,Critical
7971-HLVXI,Two year,72,84.5,No,3,0.147,Low
9094-AZPHK,Month-to-month,15,100.15,No,6,0.872,Critical
3649-JPUGY,Two year,72,88.6,No,1,0.082,Low
4472-LVYGI,Two year,0,52.55,No,2,0.179,Low
8372-JUXUI,Month-to-month,1,74.35,Yes,8,0.839,Critical
3552-CTCYF,Two year,63,104.8,No,3,0.216,Medium
6778-YSNIH,Month-to-month,2,59.0,No,6,0.744,Critical
0388-EOPEX,Month-to-month,2,74.4,Yes,8,0.751,Critical
5756-OZRIO,One year,61,64.05,No,1,0.166,Low
6579-JPICP,Month-to-month,1,20.4,No,5,0.421,High
8205-OTCHB,One year,22,43.75,Yes,1,0.359,Medium
4134-BSXLX,Month-to-month,28,60.9,No,3,0.243,Medium
0505-SPOOW,Two year,70,19.8,No,0,0.007,Low
6235-VDHOM,Month-to-month,5,28.45,Yes,6,0.641,High
7783-YKGDV,Month-to-month,12,99.7,Yes,8,0.749,Critical
4374-YMUSQ,One year,34,116.25,No,2,0.353,Medium
4513-CXYIX,Two year,71,80.7,No,3,0.116,Low
3957-HHLMR,One year,70,65.2,No,1,0.065,Low
7803-XOCCZ,Month-to-month,52,84.05,No,5,0.239,Medium
5736-YEJAX,Two year,69,79.45,No,1,0.032,Low
5609-CEBID,Month-to-month,20,94.1,Yes,6,0.842,Critical
8981-FJGLA,Month-to-month,11,78.0,No,8,0.796,Critical
7218-HKQFK,Month-to-month,2,94.2,Yes,7,0.845,Critical
4636-QRJKY,Month-to-month,6,80.5,Yes,7,0.753,Critical
1135-LMECX,Month-to-month,1,19.85,No,5,0.414,High
4332-MUOEZ,One year,20,94.3,No,2,0.296,Medium
8535-SFUTN,Month-to-month,61,106.45,No,6,0.632,High
5956-VKDTT,Month-to-month,5,74.35,Yes,8,0.88,Critical
8677-HDZEE,Month-to-month,56,105.45,No,5,0.607,High
2475-MROZF,Month-to-month,30,95.0,No,5,0.51,High
9412-GHEEC,Month-to-month,40,104.8,Yes,5,0.622,High
3482-ABPKK,One year,28,54.3,No,0,0.13,Low
6705-LXORM,Month-to-month,5,70.05,No,8,0.784,Critical
0257-ZESQC,Month-to-month,27,75.2,Yes,6,0.608,High
7531-GQHME,Month-to-month,12,20.05,No,5,0.286,Medium
5174-ITUMV,One year,67,105.4,No,3,0.402,High
4109-CYRBD,Month-to-month,29,51.6,No,4,0.653,High
0913-XWSCN,Month-to-month,55,85.5,No,6,0.477,High
6825-UYPFK,Month-to-month,23,75.6,Yes,6,0.671,High
8397-MVTAZ,Month-to-month,34,100.05,Yes,6,0.832,Critical
0750-EBAIU,One year,52,91.25,No,3,0.237,Medium
8606-CIQUL,Two year,72,115.75,No,2,0.134,Low
3571-DPYUH,One year,58,94.7,No,2,0.265,Medium
7601-GNDYK,Two year,35,19.6,No,0,0.026,Low
0356-OBMAC,Two year,56,99.9,No,2,0.204,Medium
8067-NIOYM,Two year,24,21.1,No,0,0.052,Low
1403-GYAFU,Two year,70,20.05,No,0,0.006,Low
4234-XTNEA,Month-to-month,2,79.95,No,8,0.864,Critical
1297-VQDRP,One year,68,107.15,No,2,0.394,Medium
9282-IZGQK,Month-to-month,1,85.0,Yes,8,0.898,Critical
5348-CAGXB,Month-to-month,12,89.55,No,8,0.86,Critical
0621-HJWXJ,Month-to-month,63,81.55,No,6,0.464,High
5844-QVTAT,One year,33,58.45,No,1,0.153,Low
8905-IAZPF,One year,69,95.65,No,3,0.35,Medium
5394-MEITZ,Two year,60,80.6,No,1,0.059,Low
6859-QNXIQ,Two year,72,113.1,No,2,0.093,Low
2782-LFZVW,Month-to-month,11,58.95,No,6,0.788,Critical
2866-IKBTM,Month-to-month,1,19.55,No,5,0.413,High
1342-JPNKI,Month-to-month,10,86.05,Yes,8,0.857,Critical
2817-NTQDO,Month-to-month,13,45.55,Yes,3,0.508,High
7129-AZJDE,One year,34,78.95,No,3,0.419,High
6986-IJDHX,Month-to-month,39,86.3,Yes,6,0.626,High
2560-PPCHE,One year,65,105.05,No,2,0.347,Medium
4676-MQUEA,One year,50,101.9,No,3,0.414,High
8138-EALND,Month-to-month,15,19.75,No,3,0.291,Medium
3580-HYCSP,Two year,72,110.3,No,3,0.135,Low
1352-HNSAW,Two year,72,115.6,No,2,0.097,Low
2075-PUEPR,Two year,55,19.35,No,0,0.01,Low
1982-FEBTD,Two year,23,25.6,No,0,0.072,Low
5301-GAUUY,Month-to-month,32,80.35,Yes,6,0.677,High
5791-KAJFD,One year,56,68.75,No,1,0.134,Low
2654-VBVPB,Month-to-month,1,19.9,No,5,0.359,Medium
1154-HYWWO,One year,38,70.6,No,1,0.123,Low
2501-XWWTZ,Month-to-month,11,70.2,No,8,0.713,Critical
3716-UVSPD,Month-to-month,1,49.3,No,5,0.649,High
6815-ABQFQ,One year,56,107.25,No,2,0.46,High
7343-EOBEU,Month-to-month,3,23.6,No,5,0.568,High
3701-SFMUH,Month-to-month,7,69.7,No,6,0.549,High
6103-LIANB,Two year,59,99.5,No,3,0.263,Medium
7319-VENRZ,Month-to-month,7,64.3,No,5,0.518,High
5846-NEQVZ,Two year,71,70.85,No,1,0.024,Low
6967-QIQRV,One year,15,101.9,No,2,0.386,Medium
5781-RFZRP,Two year,71,73.5,No,1,0.026,Low
0939-YAPAF,Month-to-month,35,100.25,Yes,6,0.826,Critical
0308-IVGOK,One year,11,40.4,No,2,0.316,Medium
7293-LSCDV,Two year,60,19.25,No,0,0.012,Low
7025-WCBNE,Two year,47,59.6,No,0,0.062,Low
5756-JYOJT,One year,11,64.9,No,2,0.312,Medium
4710-FDUIZ,One year,56,100.3,Yes,3,0.412,High
6030-REHUX,Month-to-month,28,110.85,No,5,0.815,Critical
9548-LIGTA,Two year,61,81.05,No,1,0.061,Low
5150-LJNSR,One year,31,98.05,No,3,0.345,Medium
8270-RKSAP,Month-to-month,9,70.5,No,8,0.798,Critical
6522-YRBXD,Month-to-month,35,94.55,No,6,0.72,Critical
2640-LYMOV,Month-to-month,2,19.65,No,5,0.507,High
1218-VKFPE,Month-to-month,12,19.0,Yes,5,0.257,Medium
3627-FHKBK,Month-to-month,1,75.3,Yes,8,0.696,High
2865-TCHJW,Month-to-month,4,89.2,Yes,8,0.904,Critical
1423-BMPBQ,Month-to-month,1,19.0,No,5,0.446,High
2393-DIVAI,Month-to-month,3,20.0,No,5,0.495,High
5192-EBGOV,Month-to-month,1,85.7,Yes,8,0.917,Critical
4568-KNYWR,Two year,52,63.25,No,1,0.064,Low
8752-IMQOS,One year,5,20.1,No,2,0.173,Low
0742-LAFQK,Two year,72,99.15,No,3,0.138,Low
0795-LAFGP,Two year,71,90.4,No,1,0.036,Low
0619-OLYUR,Two year,72,111.9,No,2,0.151,Low
5512-IDZEI,One year,46,24.9,No,0,0.05,Low
0459-SPZHJ,Two year,63,83.5,No,2,0.053,Low
0215-BQKGS,Month-to-month,30,84.3,No,6,0.512,High
9244-ZVAPM,Month-to-month,1,45.6,No,6,0.672,High
0719-SYFRB,Month-to-month,12,61.65,Yes,5,0.517,High
8208-EUMTE,Two year,16,54.85,No,0,0.104,Low
5172-MIGPM,Month-to-month,4,65.55,No,5,0.688,High
1710-RCXUS,One year,51,90.35,No,3,0.454,High
0374-FIUCA,Two year,65,20.4,No,0,0.014,Low
5839-SUYVZ,Month-to-month,16,74.55,No,5,0.663,High
5173-ZXXXL,One year,2,19.95,No,2,0.233,Medium
1096-ADRUX,One year,66,74.25,No,3,0.217,Medium
2001-MCUUW,Two year,46,108.65,No,2,0.216,Medium
2731-GJRDG,One year,32,109.55,No,2,0.463,High
4723-BEGSG,Two year,72,86.65,No,1,0.043,Low
6516-NKQBO,Two year,38,81.0,No,1,0.06,Low
8672-OAUPW,One year,51,47.85,No,0,0.061,Low
8207-DMRVL,Two year,72,114.55,No,2,0.068,Low
3419-SNJJD,Month-to-month,65,105.25,Yes,6,0.521,High
6543-CPZMK,Month-to-month,9,29.95,Yes,6,0.597,High
4765-OXPPD,Month-to-month,9,65.0,Yes,5,0.298,Medium
2804-ETQDK,Two year,66,20.55,No,0,0.008,Low
6689-VRRTK,One year,44,109.8,No,3,0.532,High
7138-GIRSH,Two year,50,69.5,No,0,0.071,Low
9396-ZSFLL,Month-to-month,15,48.85,No,4,0.615,High
6464-KEXXH,Month-to-month,8,25.25,No,6,0.682,High
7134-MJPDY,One year,66,102.85,No,2,0.433,High
5240-CAOYT,Month-to-month,57,87.55,No,5,0.3,Medium
4059-IIEBK,Month-to-month,7,78.55,No,8,0.8,Critical
4881-JVQOD,Month-to-month,10,34.55,No,6,0.703,Critical
0516-UXRMT,One year,62,92.05,No,3,0.246,Medium
4851-BQDNX,One year,40,85.05,No,3,0.416,High
5148-HKFIR,Two year,20,19.7,No,0,0.06,Low
1009-IRMNA,Month-to-month,7,20.0,Yes,5,0.306,Medium
3003-CMDUU,Month-to-month,25,95.15,No,5,0.753,Critical
5016-IBERQ,Month-to-month,23,84.25,No,6,0.666,High
6797-UCJHZ,One year,66,104.6,No,3,0.397,Medium
2469-DTSGX,Two year,72,111.65,No,2,0.172,Low
4554-YGZIH,Month-to-month,49,90.05,Yes,6,0.631,High
5099-BAILX,Month-to-month,43,110.75,Yes,5,0.671,High
9931-KGHOA,Month-to-month,46,55.0,No,4,0.231,Medium
1775-KWJKQ,Two year,72,89.85,No,1,0.031,Low
7665-VIGUD,One year,10,20.35,No,2,0.181,Low
9411-TPQQV,One year,40,54.55,No,0,0.182,Low
7207-RMRDB,Month-to-month,65,105.5,Yes,6,0.623,High
7954-MLBUN,Two year,31,99.45,No,2,0.22,Medium
2077-DDHJK,Two year,68,70.9,No,1,0.021,Low
4913-EHYUI,One year,56,104.55,Yes,3,0.405,High
0195-IESCP,Month-to-month,10,85.25,Yes,8,0.875,Critical
9574-BOSMD,Two year,68,25.4,No,0,0.008,Low
4580-TMHJU,Month-to-month,43,56.15,Yes,4,0.325,Medium
0970-ETWGE,Month-to-month,1,89.55,Yes,8,0.894,Critical
4908-XAXAY,One year,49,89.85,No,3,0.404,High
8404-VLQFB,Month-to-month,15,25.25,No,3,0.376,Medium
1626-ERCMM,Month-to-month,20,94.55,Yes,6,0.899,Critical
0887-HJGAR,Month-to-month,1,45.7,Yes,6,0.755,Critical
2391-IPLOP,One year,50,69.65,No,0,0.19,Low
5644-PDMZC,Month-to-month,2,89.5,Yes,8,0.859,Critical
3509-GWQGF,Month-to-month,24,70.0,No,6,0.662,High
9576-ANLXO,Month-to-month,3,69.55,Yes,7,0.798,Critical
2024-BASKD,Month-to-month,1,74.6,Yes,8,0.834,Critical
5845-BZZIB,Two year,35,20.1,No,0,0.027,Low
1140-UKVZG,Month-to-month,17,24.8,No,3,0.341,Medium
4160-AMJTL,Month-to-month,8,19.65,Yes,5,0.382,Medium
5183-SNMJQ,Month-to-month,10,95.1,No,7,0.805,Critical
8100-PNJMH,Two year,68,88.85,No,1,0.049,Low
7838-LAZFO,One year,45,78.8,No,2,0.148,Low
4464-JCOLN,One year,2,19.85,Yes,2,0.19,Low
2085-JVGAD,Month-to-month,37,20.35,No,3,0.119,Low
5650-VDUDS,Month-to-month,4,24.25,Yes,6,0.739,Critical
8095-WANWK,Month-to-month,10,45.25,No,6,0.592,High
3030-ZKIWL,Month-to-month,1,20.05,No,5,0.42,High
9565-FLVCG,Two year,65,69.55,No,1,0.058,Low
8755-OGKNA,Two year,57,19.5,No,0,0.009,Low
2800-VEQXM,Month-to-month,3,74.75,No,8,0.827,Critical
7538-GWHML,Month-to-month,2,69.65,Yes,7,0.761,Critical
5533-RJFTJ,Month-to-month,49,30.2,No,4,0.284,Medium
3859-CVCET,Month-to-month,4,45.65,Yes,6,0.646,High
0214-JHPFW,Two year,70,57.8,No,0,0.029,Low
5642-MHDQT,One year,53,19.85,No,0,0.034,Low
3088-FVYWK,Two year,53,25.55,No,0,0.016,Low
3276-HDUEG,Month-to-month,1,75.05,Yes,8,0.879,Critical
9092-GDZKO,Month-to-month,22,24.85,No,3,0.352,Medium
0823-HSCDJ,Month-to-month,52,49.15,Yes,4,0.487,High
3729-OWRVL,Two year,65,110.35,No,2,0.214,Medium
2324-AALNO,One year,48,24.55,No,0,0.05,Low
0822-GAVAP,Month-to-month,2,34.7,Yes,6,0.79,Critical
5760-IFJOZ,Month-to-month,3,107.95,No,8,0.874,Critical
2826-UWHIS,Month-to-month,45,81.4,No,6,0.503,High
1448-PWKYE,Month-to-month,1,80.0,Yes,8,0.773,Critical
7501-IWUNG,Two year,61,73.8,No,1,0.06,Low
4957-TREIR,Month-to-month,3,64.4,No,5,0.571,High
7251-LJBQN,One year,40,103.75,No,2,0.587,High
8040-MNRTF,Month-to-month,1,71.1,No,8,0.785,Critical
1536-HBSWP,Month-to-month,1,49.9,No,5,0.648,High
5313-FPXWG,One year,51,24.6,No,0,0.066,Low
0067-DKWBL,Month-to-month,2,49.25,Yes,6,0.681,High
0946-FKYTX,One year,52,30.1,No,1,0.107,Low
5076-YVXCM,Month-to-month,51,83.4,No,6,0.547,High
8262-COGGB,Month-to-month,1,20.45,No,5,0.521,High
6663-JOCQO,One year,31,75.25,No,1,0.181,Low
9620-QJREV,One year,47,20.55,No,0,0.033,Low
2276-YDAVZ,Month-to-month,3,75.1,Yes,8,0.855,Critical
2682-KEVRP,One year,22,20.05,No,0,0.201,Medium
2480-JZOSN,Month-to-month,1,20.65,No,5,0.518,High
0078-XZMHT,Two year,72,85.15,No,1,0.079,Low
5896-NPFWW,Month-to-month,3,50.15,Yes,6,0.66,High
9978-HYCIN,One year,47,84.95,No,3,0.366,Medium
8338-QIUNR,Two year,72,66.5,No,0,0.024,Low
1525-LNLOJ,Two year,66,63.3,No,1,0.068,Low
9450-TRJUU,Month-to-month,35,83.15,No,6,0.685,High
1766-GKNMI,Month-to-month,29,84.9,No,6,0.807,Critical
6942-LBFDP,Month-to-month,2,20.55,No,5,0.507,High
1456-TWCGB,Month-to-month,4,49.25,No,6,0.608,High
7133-VBDCG,Month-to-month,25,79.85,Yes,6,0.539,High
7596-ZYWBB,Two year,65,59.6,No,0,0.025,Low
8329-UTMVM,One year,27,104.65,No,2,0.632,High
3014-WJKSM,Month-to-month,29,75.3,No,6,0.664,High
3347-YJZZE,Month-to-month,29,80.1,No,5,0.528,High
1029-QFBEN,Month-to-month,1,19.55,Yes,5,0.417,High
7929-DMBCV,Month-to-month,20,81.0,No,5,0.671,High
9661-JALZV,Two year,58,24.7,No,0,0.025,Low
5433-KYGHE,Month-to-month,14,86.0,No,5,0.629,High
4312-KFRXN,Two year,72,25.4,No,0,0.011,Low
5575-TPIZQ,Month-to-month,46,89.15,No,6,0.613,High
0114-IGABW,Two year,71,58.25,No,0,0.029,Low
9944-AEXBM,Month-to-month,32,85.65,No,6,0.766,Critical
1853-ARAAQ,Month-to-month,26,50.35,No,4,0.656,High
6952-OMNWB,Month-to-month,68,80.35,No,6,0.536,High
4697-LUPSU,One year,2,20.2,No,2,0.191,Low
8434-VGEQQ,Two year,61,20.55,No,0,0.008,Low
4952-YSOGZ,Month-to-month,4,85.95,Yes,8,0.866,Critical
1589-AGTLK,Month-to-month,3,45.35,Yes,6,0.725,Critical
5244-IRFIH,Month-to-month,33,94.5,Yes,6,0.863,Critical
6549-YMFAW,Month-to-month,9,21.25,No,5,0.503,High
4950-HKQTE,Two year,22,26.25,No,0,0.078,Low
6786-OBWQR,Month-to-month,5,80.85,No,8,0.817,Critical
2684-EIWEO,Month-to-month,30,91.7,Yes,6,0.567,High
2753-JMMCV,Two year,65,74.2,No,1,0.066,Low
6439-GTPCA,Month-to-month,45,87.25,Yes,5,0.575,High
6621-YOBKI,Month-to-month,5,20.35,No,5,0.382,Medium
1216-JWVUX,Month-to-month,25,75.5,No,6,0.626,High
7564-GHCVB,Two year,72,79.05,No,3,0.045,Low
1173-NOEYG,Month-to-month,27,90.15,No,6,0.705,Critical
7595-EHCDL,Month-to-month,32,50.6,No,4,0.455,High
6647-ZEDXT,One year,30,110.45,No,2,0.469,High
2521-NPUZR,Two year,70,101.0,No,2,0.049,Low
1307-TVUFB,Month-to-month,42,79.35,No,6,0.658,High
7503-MIOGA,Two year,72,89.85,No,1,0.067,Low
4381-MHQDC,Two year,47,65.0,No,0,0.067,Low
6923-JHPMP,Month-to-month,2,80.45,No,8,0.745,Critical
5138-WVKYJ,Month-to-month,10,98.55,Yes,8,0.794,Critical
4018-PPNDW,Two year,61,24.1,No,0,0.02,Low
1635-FJFCC,Month-to-month,5,44.05,No,6,0.684,High
2499-AJYUA,Two year,72,110.8,No,2,0.218,Medium
6919-ELBGL,Two year,72,114.95,No,2,0.119,Low
3966-HRMZA,Month-to-month,3,75.05,No,8,0.8,Critical
6425-JWTDV,Two year,48,19.25,No,0,0.02,Low
8405-IGQFX,One year,63,90.05,No,2,0.246,Medium
8224-IVVPA,Month-to-month,27,56.7,No,4,0.424,High
9477-LGWQI,Two year,70,80.15,No,2,0.046,Low
1410-RSCMR,Month-to-month,7,71.35,No,6,0.479,High
3115-CZMZD,Two year,0,20.25,No,2,0.101,Low
0139-IVFJG,Month-to-month,2,90.35,No,8,0.697,High
6683-VLCTZ,Month-to-month,20,98.55,Yes,6,0.891,Critical
5730-DBDSI,Two year,66,19.7,No,0,0.008,Low
0030-FNXPP,Month-to-month,3,19.85,No,5,0.395,Medium
2189-WWOEW,Month-to-month,15,85.9,Yes,6,0.718,Critical
5684-FJVYR,Two year,72,90.35,No,2,0.046,Low
4013-GUXND,Month-to-month,1,20.8,No,5,0.423,High
1894-IGFSG,Month-to-month,22,89.25,Yes,6,0.758,Critical
7379-POKDZ,Month-to-month,3,70.3,Yes,8,0.826,Critical
1266-NZYUI,Two year,72,66.85,No,0,0.014,Low
7969-FFOWG,Two year,65,19.9,No,0,0.008,Low
4718-DHSMV,Month-to-month,11,35.8,No,6,0.746,Critical
5175-WLYXL,Month-to-month,22,78.85,No,6,0.767,Critical
7817-OMJNA,One year,14,20.4,No,0,0.13,Low
8728-SKJLR,Month-to-month,41,74.25,No,5,0.505,High
3137-NYQQI,One year,17,64.8,No,1,0.281,Medium
7706-DZNKK,Month-to-month,11,20.45,No,5,0.385,Medium
0236-HFWSV,Month-to-month,15,93.35,Yes,6,0.887,Critical
3900-AQPHZ,Month-to-month,1,19.9,Yes,5,0.415,High
5842-POCOP,Month-to-month,5,88.9,Yes,8,0.789,Critical
2037-XJFUP,One year,33,95.8,Yes,3,0.61,High
8823-RLPWL,Two year,72,110.65,No,3,0.18,Low
9505-SQFSW,Month-to-month,3,40.3,No,6,0.637,High
7314-OXENN,Month-to-month,2,82.0,Yes,8,0.856,Critical
3758-CKOQL,One year,59,107.0,No,2,0.245,Medium
0322-CHQRU,Month-to-month,2,45.35,Yes,6,0.646,High
5676-CFLYY,Two year,71,73.35,No,1,0.043,Low
7521-AFHAB,Month-to-month,5,44.8,No,6,0.572,High
0285-INHLN,Month-to-month,27,54.75,No,4,0.316,Medium
4678-DVQEO,Month-to-month,1,52.2,Yes,5,0.658,High
5125-CNDSP,One year,63,40.6,No,0,0.034,Low
0691-IFBQW,One year,46,110.0,Yes,3,0.532,High
4992-LTJNE,Two year,72,55.3,No,1,0.019,Low
2202-OUTMO,Month-to-month,34,60.85,No,3,0.321,Medium
0810-BDHAW,One year,24,78.4,No,2,0.281,Medium
0229-LFJAF,Two year,72,69.65,No,0,0.016,Low
7131-ZQZNK,Two year,60,59.85,No,0,0.027,Low
3442-ZHHCC,One year,68,76.9,No,2,0.13,Low
5726-CVNYA,Two year,8,19.85,No,2,0.106,Low
9871-ELEYA,Two year,34,67.65,No,0,0.044,Low
4257-GAESD,Month-to-month,6,45.0,No,6,0.727,Critical
5173-WXOQV,Month-to-month,2,64.2,No,5,0.685,High
2040-OBMLJ,One year,31,81.7,No,2,0.355,Medium
6286-ZHAOK,Month-to-month,20,25.55,No,3,0.298,Medium
3807-XHCJH,Month-to-month,1,20.0,No,5,0.337,Medium
3009-JWMPU,One year,62,96.75,Yes,3,0.498,High
5671-RQRLP,Two year,70,75.65,No,3,0.17,Low
1450-GALXR,Month-to-month,10,98.5,Yes,7,0.857,Critical
8859-AXJZP,Two year,39,23.8,No,0,0.045,Low
3174-AKMAS,Two year,46,64.2,No,0,0.08,Low
3138-BKYAV,Month-to-month,6,85.35,Yes,8,0.83,Critical
9926-PJHDQ,Two year,72,76.8,No,2,0.091,Low
7382-DFJTU,Month-to-month,18,55.2,No,3,0.389,Medium
2798-NYLMZ,Two year,71,108.55,No,2,0.137,Low
4289-DTDKW,Month-to-month,40,101.3,Yes,6,0.8,Critical
1820-TQVEV,Month-to-month,1,69.55,Yes,7,0.833,Critical
2239-JALAW,One year,58,103.25,Yes,3,0.467,High
4853-RULSV,Two year,70,104.0,Yes,2,0.142,Low
8098-TDCBU,Two year,42,25.25,No,0,0.034,Low
3551-GAEGL,One year,34,30.4,No,1,0.096,Low
4785-NKHCX,Month-to-month,5,20.05,No,5,0.379,Medium
3196-NVXLZ,Month-to-month,25,84.6,No,6,0.827,Critical
6275-YDUVO,Month-to-month,2,86.2,Yes,8,0.869,Critical
0036-IHMOT,One year,55,103.7,No,2,0.261,Medium
0115-TFERT,Month-to-month,21,111.2,Yes,5,0.804,Critical
4178-EGMON,Two year,70,88.0,No,2,0.06,Low
4220-TINQT,Month-to-month,61,106.35,No,5,0.658,High
5318-YKDPV,Two year,43,79.15,No,1,0.075,Low
7975-TZMLR,One year,47,103.1,No,3,0.571,High
0295-QVKPB,Month-to-month,5,63.95,No,5,0.648,High
4335-BSMJS,Two year,62,25.8,No,0,0.022,Low
2311-QYMUQ,Month-to-month,16,89.45,Yes,6,0.712,Critical
3643-AHCFP,Month-to-month,7,95.6,Yes,8,0.915,Critical
9146-JRIOX,Month-to-month,14,25.55,No,3,0.313,Medium
3104-OWCGK,One year,60,90.95,Yes,3,0.206,Medium
5337-IIWKZ,Month-to-month,34,44.85,No,3,0.373,Medium
9101-BWFSS,One year,50,108.55,Yes,2,0.285,Medium
9650-VBUOG,Two year,38,25.05,No,0,0.029,Low
3487-EARAT,One year,70,74.1,No,1,0.033,Low
2672-TGEFF,Month-to-month,37,88.8,No,6,0.684,High
9231-ZJYAM,Month-to-month,4,78.85,Yes,8,0.878,Critical
4250-WAROZ,Month-to-month,60,93.25,No,6,0.508,High
8184-WMOFI,One year,62,71.4,No,1,0.049,Low
6982-SSHFK,Month-to-month,1,44.4,Yes,6,0.667,High
6092-QZVPP,Month-to-month,36,79.2,No,4,0.393,Medium
4625-LAMOB,Two year,44,20.4,No,0,0.021,Low
0727-BMPLR,One year,55,100.0,Yes,3,0.613,High
0392-BZIUW,Two year,72,105.0,No,3,0.187,Low
1038-ZAGBI,One year,12,19.8,Yes,2,0.109,Low
6549-NNDYT,Month-to-month,13,30.85,No,4,0.513,High
3027-ZTDHO,Month-to-month,1,89.9,Yes,8,0.895,Critical
0422-OHQHQ,One year,15,20.55,No,0,0.122,Low
6916-HIJSE,Two year,65,84.85,No,1,0.043,Low
2316-ESMLS,One year,12,33.15,No,2,0.147,Low
9778-OGKQZ,Two year,72,92.0,No,1,0.063,Low
7408-OFWXJ,Two year,72,89.8,No,1,0.03,Low
6007-TCTST,Two year,72,115.8,No,2,0.102,Low
2252-NKNSI,Two year,52,85.15,No,1,0.087,Low
8713-IGZSO,Month-to-month,2,24.85,No,5,0.485,High
7905-TVXTA,Month-to-month,5,64.35,No,5,0.572,High
7695-PKLCZ,Two year,68,20.5,No,0,0.008,Low
2382-BCKQJ,One year,62,100.15,Yes,3,0.462,High
8374-UULRV,Two year,72,86.05,No,1,0.041,Low
2207-NHRJK,Month-to-month,1,50.8,Yes,6,0.621,High
3224-DFQNQ,One year,66,89.0,No,2,0.11,Low
5275-PMFUT,Two year,72,64.8,No,0,0.026,Low
4795-UXVCJ,One year,26,19.8,No,0,0.089,Low
9777-IQHWP,Two year,64,93.4,No,3,0.078,Low
0947-MUGVO,Month-to-month,20,73.65,Yes,6,0.749,Critical
9944-HKVVB,Month-to-month,3,95.1,Yes,8,0.873,Critical
4124-MMETB,Month-to-month,22,94.65,Yes,6,0.862,Critical
3671-SHRSP,Month-to-month,4,80.6,Yes,7,0.762,Critical
